Month,Day,Country,Page title,Page path and screen class,Total Sessions,Total Views per session,Total Average session duration,Total Bounce rate,Desktop Average session duration,Desktop Bounce rate,Mobile Average session duration,Mobile Bounce rate,Is_RD
2,19,United States,Single Family Housing Programs | Rural Development,/programs-services/single-family-housing-programs,3159,1.20322887,94.73795126,0.132320355,109.0907107,0.083478261,90.99842601,0.124733475,True
2,5,United States,Rural Development,/,3169,1.181760808,88.31642222,0.229725465,107.1553294,0.195833333,62.51029962,0.297900262,True
2,10,United States,Rural Development,/,3258,1.142418662,87.66457466,0.245856354,117.2891059,0.202175304,60.25586626,0.275229358,True
1,24,United States,Single Family Housing Programs | Rural Development,/programs-services/single-family-housing-programs,3084,1.253891051,103.1374252,0.122243839,118.1306066,0.083402147,92.10235286,0.15289033,True
2,20,United States,Single Family Housing Programs | Rural Development,/programs-services/single-family-housing-programs,3040,1.2,90.86255417,0.105592105,104.6562079,0.086312119,80.09659529,0.133510638,True
11,17,United States,Single Family Housing Guaranteed Loan Program | Rural Development,/programs-services/single-family-housing-programs/single-family-housing-guaranteed-loan-program,3252,1.234317343,167.3372438,0.226937269,189.137741,0.181607419,147.5128562,0.265139949,True
2,3,United States,Single Family Housing Programs | Rural Development,/programs-services/single-family-housing-programs,3106,1.195750161,92.70542388,0.126529298,101.5939691,0.094820717,88.9863479,0.131979695,True
9,23,United States,Rural Development,/,3095,1.08723748,55.64860898,0.158966074,52.73313176,0.111695138,66.41915167,0.271781534,True
3,18,United States,Single Family Housing Guaranteed Loan Program | Rural Development,/programs-services/single-family-housing-programs/single-family-housing-guaranteed-loan-program,3183,1.240339303,198.646038,0.229657556,224.2973702,0.227272727,173.3984219,0.242781379,True
3,19,United States,Rural Development,/,3234,1.135745207,81.38587202,0.258812616,101.329615,0.214332676,66.43572091,0.260410193,True
4,7,United States,Single Family Housing Guaranteed Loan Program | Rural Development,/programs-services/single-family-housing-programs/single-family-housing-guaranteed-loan-program,3305,1.220272315,175.8652801,0.2602118,210.9112801,0.223042836,150.8900949,0.273015873,True
3,24,United States,Single Family Housing Guaranteed Loan Program | Rural Development,/programs-services/single-family-housing-programs/single-family-housing-guaranteed-loan-program,3143,1.274260261,210.6210401,0.208399618,237.211008,0.214335421,174.059358,0.250560538,True
11,13,United States,Single Family Housing Guaranteed Loan Program | Rural Development,/programs-services/single-family-housing-programs/single-family-housing-guaranteed-loan-program,3260,1.26196319,171.5503046,0.24202454,201.3489433,0.181234964,149.1674048,0.294985251,True
2,13,United States,Rural Development,/,3147,1.174134096,89.80393951,0.244677471,121.3784754,0.190902826,61.64045792,0.304373522,True
1,27,United States,Single Family Housing Guaranteed Loan Program | Rural Development,/programs-services/single-family-housing-programs/single-family-housing-guaranteed-loan-program,3252,1.237392374,206.4047137,0.234932349,243.0423235,0.189061445,180.0311992,0.25908558,True
1,7,United States,Single Family Housing Guaranteed Loan Program | Rural Development,/programs-services/single-family-housing-programs/single-family-housing-guaranteed-loan-program,3166,1.272267846,189.9169316,0.246683512,213.3801531,0.211930926,170.1106638,0.275553214,True
2,21,United States,Single Family Housing Programs | Rural Development,/programs-services/single-family-housing-programs,3021,1.232373386,100.8164661,0.162528964,100.6295616,0.097363083,102.5788627,0.182235835,True
1,21,United States,All Programs | Rural Development,/programs-services/all-programs,2871,1.421107628,62.60324956,0.058167886,89.2428196,0.082412914,42.1921539,0.052536232,True
1,21,United States,Single Family Housing Direct Home Loans | Rural Development,/programs-services/single-family-housing-programs/single-family-housing-direct-home-loans,2928,1.230191257,134.0027655,0.101775956,161.7508624,0.107542942,102.7231761,0.128365686,True
7,7,United States,Single Family Housing Guaranteed Loan Program | Rural Development,/programs-services/single-family-housing-programs/single-family-housing-guaranteed-loan-program,3072,1.288411458,266.140883,0.241210938,223.5553091,0.224655312,284.8079572,0.276618513,True
2,24,United States,Rural Development,/,3197,1.163278073,96.05969382,0.26712543,121.9621704,0.198688525,72.49268072,0.329447853,True
1,6,United States,Single Family Housing Guaranteed Loan Program | Rural Development,/programs-services/single-family-housing-programs/single-family-housing-guaranteed-loan-program,3105,1.252173913,201.8165812,0.244444444,248.7338737,0.218626677,168.5472251,0.268640351,True
1,13,United States,Single Family Housing Guaranteed Loan Program | Rural Development,/programs-services/single-family-housing-programs/single-family-housing-guaranteed-loan-program,3084,1.261024643,201.8330556,0.240596628,210.6702615,0.234248788,192.5527379,0.256632377,True
2,10,United States,Single Family Housing Programs | Rural Development,/programs-services/single-family-housing-programs,2940,1.239455782,107.8976324,0.104421769,120.2917817,0.078861789,98.42024001,0.128418549,True
1,22,United States,Single Family Housing Guaranteed Loan Program | Rural Development,/programs-services/single-family-housing-programs/single-family-housing-guaranteed-loan-program,3123,1.246878002,226.7877004,0.229266731,228.2017028,0.207239177,222.7687884,0.254821742,True
2,18,United States,Single Family Housing Programs | Rural Development,/programs-services/single-family-housing-programs,2926,1.248120301,96.98490157,0.100478469,100.7166077,0.069051581,93.39751775,0.133294187,True
4,22,United States,Single Family Housing Guaranteed Loan Program | Rural Development,/programs-services/single-family-housing-programs/single-family-housing-guaranteed-loan-program,3040,1.251973684,195.0361805,0.215131579,222.7600369,0.179748823,173.5711163,0.242995998,True
2,11,United States,Single Family Housing Programs | Rural Development,/programs-services/single-family-housing-programs,2885,1.249913345,99.73972319,0.094627383,107.2010036,0.086097946,92.60414259,0.117647059,True
4,23,United States,Single Family Housing Guaranteed Loan Program | Rural Development,/programs-services/single-family-housing-programs/single-family-housing-guaranteed-loan-program,3048,1.257217848,189.4881784,0.229658793,212.932572,0.189726595,170.6172522,0.262472885,True
2,4,United States,Single Family Housing Programs | Rural Development,/programs-services/single-family-housing-programs,2936,1.22513624,96.04911478,0.113079019,96.62579666,0.078991597,96.82980997,0.125223614,True
3,26,United States,Single Family Housing Guaranteed Loan Program | Rural Development,/programs-services/single-family-housing-programs/single-family-housing-guaranteed-loan-program,3131,1.211753433,186.0634786,0.243692111,217.9756411,0.198071217,162.1901538,0.266666667,True
10,30,United States,Rural Development,/,3025,1.132231405,85.90385641,0.362975207,112.6163878,0.229045643,69.46899406,0.441092772,True
3,25,United States,Single Family Housing Guaranteed Loan Program | Rural Development,/programs-services/single-family-housing-programs/single-family-housing-guaranteed-loan-program,3036,1.240777339,184.8134177,0.230895916,216.539088,0.217859892,162.2558728,0.237812128,True
3,10,United States,Single Family Housing Guaranteed Loan Program | Rural Development,/programs-services/single-family-housing-programs/single-family-housing-guaranteed-loan-program,3053,1.230920406,203.7855779,0.216835899,230.7647641,0.207478006,183.0581605,0.219378428,True
2,6,United States,Rural Development,/,2998,1.184122748,85.25154782,0.243495664,101.8856588,0.219590269,65.19919987,0.29556314,True
8,12,United States,Single Family Housing Guaranteed Loan Program | Rural Development,/programs-services/single-family-housing-programs/single-family-housing-guaranteed-loan-program,3061,1.231296962,177.5527986,0.232277034,202.2013117,0.177703269,162.5788901,0.259683579,True
4,1,United States,Single Family Housing Guaranteed Loan Program | Rural Development,/programs-services/single-family-housing-programs/single-family-housing-guaranteed-loan-program,3093,1.2628516,219.2920577,0.229550598,209.5262438,0.195216049,230.1086302,0.242995998,True
8,11,United States,Single Family Housing Guaranteed Loan Program | Rural Development,/programs-services/single-family-housing-programs/single-family-housing-guaranteed-loan-program,3032,1.252968338,175.4709978,0.242414248,205.6437871,0.209540034,154.9707585,0.266413456,True
3,31,United States,Single Family Housing Guaranteed Loan Program | Rural Development,/programs-services/single-family-housing-programs/single-family-housing-guaranteed-loan-program,3017,1.257540603,192.8129295,0.228372556,225.1778512,0.192696193,163.551337,0.274756726,True
1,29,United States,Single Family Housing Programs | Rural Development,/programs-services/single-family-housing-programs,2875,1.242086957,103.0766912,0.12,107.0364525,0.078991597,99.27214171,0.1547763,True
8,5,United States,Browse by State | Rural Development,/browse-state,2640,1.033712121,20.90859335,0.039772727,16.61737732,0.037679932,57.35117266,0.056390977,True
1,23,United States,Single Family Housing Guaranteed Loan Program | Rural Development,/programs-services/single-family-housing-programs/single-family-housing-guaranteed-loan-program,2998,1.237825217,197.5661289,0.223482322,228.7660957,0.201023392,169.6077332,0.248138958,True
7,8,United States,Single Family Housing Guaranteed Loan Program | Rural Development,/programs-services/single-family-housing-programs/single-family-housing-guaranteed-loan-program,3145,1.231478537,191.1691213,0.257551669,215.8961063,0.185334408,176.3631976,0.278116343,True
1,8,United States,Single Family Housing Guaranteed Loan Program | Rural Development,/programs-services/single-family-housing-programs/single-family-housing-guaranteed-loan-program,2992,1.223596257,206.6733928,0.266042781,299.719659,0.228426396,146.4091234,0.282511211,True
11,18,United States,Single Family Housing Guaranteed Loan Program | Rural Development,/programs-services/single-family-housing-programs/single-family-housing-guaranteed-loan-program,3004,1.244007989,170.4353177,0.242343542,215.5298369,0.183949504,140.9189423,0.276119403,True
2,5,United States,Single Family Housing Programs | Rural Development,/programs-services/single-family-housing-programs,2807,1.245457784,107.524308,0.110081938,115.6579376,0.06443299,98.76918059,0.147113594,True
1,2,United States,Single Family Housing Guaranteed Loan Program | Rural Development,/programs-services/single-family-housing-programs/single-family-housing-guaranteed-loan-program,2996,1.234312417,177.7204418,0.256008011,219.1374682,0.21304791,154.8720799,0.266871166,True
2,6,United States,Single Family Housing Programs | Rural Development,/programs-services/single-family-housing-programs,2797,1.277440114,99.8909535,0.096889524,105.4719964,0.079105761,93.04402212,0.135429262,True
7,21,United States,Single Family Housing Guaranteed Loan Program | Rural Development,/programs-services/single-family-housing-programs/single-family-housing-guaranteed-loan-program,2994,1.240814963,295.4010058,0.241482966,455.9318646,0.209935897,181.1189045,0.25949737,True
5,6,United States,Single Family Housing Guaranteed Loan Program | Rural Development,/programs-services/single-family-housing-programs/single-family-housing-guaranteed-loan-program,2908,1.266162311,226.0280946,0.228335626,293.5856949,0.19726248,166.3622575,0.28057971,True
6,25,United States,Single Family Housing Guaranteed Loan Program | Rural Development,/programs-services/single-family-housing-programs/single-family-housing-guaranteed-loan-program,2998,1.246497665,232.2511305,0.237825217,334.8811542,0.202044025,152.5760109,0.276162791,True
2,3,United States,Single Family Housing Guaranteed Loan Program | Rural Development,/programs-services/single-family-housing-programs/single-family-housing-guaranteed-loan-program,3000,1.245,209.2849798,0.218666667,252.1370506,0.180859081,173.2114258,0.251963746,True
2,12,United States,Single Family Housing Programs | Rural Development,/programs-services/single-family-housing-programs,2805,1.267023173,106.0392633,0.10802139,112.6305287,0.087902524,101.0119931,0.12291538,True
2,10,United States,Single Family Housing Guaranteed Loan Program | Rural Development,/programs-services/single-family-housing-programs/single-family-housing-guaranteed-loan-program,3095,1.197738288,191.1812587,0.255250404,239.4045334,0.233380481,155.1247656,0.242177722,True
5,12,United States,Single Family Housing Guaranteed Loan Program | Rural Development,/programs-services/single-family-housing-programs/single-family-housing-guaranteed-loan-program,2863,1.296192805,203.1606333,0.21655606,226.8139454,0.180445151,176.1636953,0.272892662,True
8,5,United States,Single Family Housing Guaranteed Loan Program | Rural Development,/programs-services/single-family-housing-programs/single-family-housing-guaranteed-loan-program,2980,1.216778523,179.7691764,0.249328859,211.683347,0.20334728,160.6024059,0.266552511,True
2,25,United States,Rural Development,/,3027,1.129170796,89.80944406,0.279814998,120.0472873,0.230322581,60.68029019,0.308844508,True
12,4,United States,USDA LINC Training & Resource Library | Rural Development,/resources/usda-linc-training-resource-library,5688,1.882735584,399.8295635,0.511779184,264.0575942,0.524760833,604.1729138,0.504304486,True
1,20,United States,Single Family Housing Guaranteed Loan Program | Rural Development,/programs-services/single-family-housing-programs/single-family-housing-guaranteed-loan-program,2932,1.246248295,192.712292,0.250682128,222.2527543,0.222038111,171.2971117,0.27,True
4,28,United States,Single Family Housing Guaranteed Loan Program | Rural Development,/programs-services/single-family-housing-programs/single-family-housing-guaranteed-loan-program,2944,1.262907609,207.2970269,0.235733696,257.1552305,0.176612903,168.6679562,0.28613396,True
2,11,United States,Single Family Housing Guaranteed Loan Program | Rural Development,/programs-services/single-family-housing-programs/single-family-housing-guaranteed-loan-program,2957,1.24721001,193.9208168,0.226919175,235.0761117,0.186504928,161.9968551,0.249528598,True
2,4,United States,Single Family Housing Guaranteed Loan Program | Rural Development,/programs-services/single-family-housing-programs/single-family-housing-guaranteed-loan-program,2912,1.240728022,191.0302836,0.226648352,206.734664,0.201526718,177.4259088,0.255386565,True
1,30,United States,Rural Development,/,2908,1.190165062,90.16646819,0.263755158,110.8112502,0.236363636,59.59113286,0.329721362,True
7,22,United States,Single Family Housing Guaranteed Loan Program | Rural Development,/programs-services/single-family-housing-programs/single-family-housing-guaranteed-loan-program,2957,1.22962462,185.3879971,0.248224552,212.635907,0.210708117,167.8446257,0.258381503,True
3,4,United States,Single Family Housing Guaranteed Loan Program | Rural Development,/programs-services/single-family-housing-programs/single-family-housing-guaranteed-loan-program,2904,1.244834711,204.4582665,0.231404959,243.3214747,0.197398623,170.7394928,0.257672634,True
4,8,United States,Single Family Housing Guaranteed Loan Program | Rural Development,/programs-services/single-family-housing-programs/single-family-housing-guaranteed-loan-program,2942,1.246430999,185.7556037,0.228416044,214.788935,0.200647249,165.7962042,0.240641711,True
8,13,United States,Single Family Housing Guaranteed Loan Program | Rural Development,/programs-services/single-family-housing-programs/single-family-housing-guaranteed-loan-program,2916,1.251371742,178.9339724,0.23696845,196.870925,0.198757764,165.9219592,0.263306908,True
8,7,United States,Single Family Housing Guaranteed Loan Program | Rural Development,/programs-services/single-family-housing-programs/single-family-housing-guaranteed-loan-program,2924,1.244528044,191.5630143,0.233584131,233.0192291,0.1875,165.686214,0.257681941,True
2,24,United States,Single Family Housing Programs | Rural Development,/programs-services/single-family-housing-programs,2793,1.240959542,136.3286064,0.117794486,194.7968598,0.098723404,93.70345948,0.133164236,True
7,15,United States,Single Family Housing Guaranteed Loan Program | Rural Development,/programs-services/single-family-housing-programs/single-family-housing-guaranteed-loan-program,2906,1.242257398,206.846084,0.240880936,277.5731745,0.2,158.0159172,0.261665682,True
5,28,United States,Single Family Housing Guaranteed Loan Program | Rural Development,/programs-services/single-family-housing-programs/single-family-housing-guaranteed-loan-program,2922,1.254277892,204.6070367,0.250171116,247.3887696,0.212044105,173.6888043,0.280762565,True
7,28,United States,Single Family Housing Guaranteed Loan Program | Rural Development,/programs-services/single-family-housing-programs/single-family-housing-guaranteed-loan-program,2959,1.226427847,190.2887123,0.245691112,220.0575924,0.205128205,165.787748,0.266981689,True
3,20,United States,Single Family Housing Guaranteed Loan Program | Rural Development,/programs-services/single-family-housing-programs/single-family-housing-guaranteed-loan-program,2885,1.23882149,204.6635342,0.2152513,244.2637256,0.202660407,168.5185533,0.242979243,True
2,18,United States,Single Family Housing Guaranteed Loan Program | Rural Development,/programs-services/single-family-housing-programs/single-family-housing-guaranteed-loan-program,2849,1.272727273,208.9057853,0.207090207,234.7266978,0.190102121,182.8791831,0.235404896,True
1,4,United States,Single Family Housing Guaranteed Loan Program | Rural Development,/programs-services/single-family-housing-programs/single-family-housing-guaranteed-loan-program,2861,1.267738553,175.2785741,0.246067808,244.9697182,0.198591549,152.3259037,0.255087553,True
3,10,United States,Rural Development,/,2887,1.16002771,84.39270868,0.267059231,111.1119763,0.206432311,62.36918998,0.30995324,True
6,2,United States,Single Family Housing Guaranteed Loan Program | Rural Development,/programs-services/single-family-housing-programs/single-family-housing-guaranteed-loan-program,2924,1.228112175,188.6765946,0.253419973,224.4159832,0.20862069,166.8558572,0.272093023,True
9,3,United States,Single Family Housing Guaranteed Loan Program | Rural Development,/programs-services/single-family-housing-programs/single-family-housing-guaranteed-loan-program,2847,1.236740429,201.1422379,0.249736565,216.5191043,0.209028459,190.47207,0.278327833,True
4,2,United States,Single Family Housing Guaranteed Loan Program | Rural Development,/programs-services/single-family-housing-programs/single-family-housing-guaranteed-loan-program,2893,1.253024542,192.5229526,0.223988939,217.2901228,0.202238209,172.2738874,0.244186047,True
3,10,United States,Single Family Housing Programs | Rural Development,/programs-services/single-family-housing-programs,2748,1.231441048,89.85109543,0.124454148,95.24396295,0.093432007,86.18187317,0.143034056,True
8,4,United States,Single Family Housing Guaranteed Loan Program | Rural Development,/programs-services/single-family-housing-programs/single-family-housing-guaranteed-loan-program,2885,1.232235702,193.3611838,0.247140381,216.7905248,0.192644483,177.6237746,0.272834414,True
4,29,United States,Single Family Housing Guaranteed Loan Program | Rural Development,/programs-services/single-family-housing-programs/single-family-housing-guaranteed-loan-program,2837,1.254494184,185.4516843,0.234050053,211.6108538,0.213877551,159.4070975,0.273170732,True
7,23,United States,Single Family Housing Guaranteed Loan Program | Rural Development,/programs-services/single-family-housing-programs/single-family-housing-guaranteed-loan-program,2900,1.253448276,186.0752361,0.248275862,214.2861183,0.19278169,170.2154588,0.269794721,True
12,5,United States,Rural Development,/,2704,1.109837278,60.81503564,0.518860947,62.84578143,0.541433022,57.59700456,0.491743119,True
3,17,United States,Single Family Housing Guaranteed Loan Program | Rural Development,/programs-services/single-family-housing-programs/single-family-housing-guaranteed-loan-program,2912,1.234546703,199.9136702,0.222870879,242.0253257,0.165,171.9487245,0.254380665,True
7,9,United States,Single Family Housing Guaranteed Loan Program | Rural Development,/programs-services/single-family-housing-programs/single-family-housing-guaranteed-loan-program,2928,1.240778689,179.9094857,0.262636612,206.1435776,0.226744186,157.3622879,0.295692666,True
9,2,United States,Single Family Housing Guaranteed Loan Program | Rural Development,/programs-services/single-family-housing-programs/single-family-housing-guaranteed-loan-program,2843,1.245867042,181.849352,0.251846641,199.6309019,0.212806026,170.1755074,0.268460218,True
2,24,United States,Single Family Housing Guaranteed Loan Program | Rural Development,/programs-services/single-family-housing-programs/single-family-housing-guaranteed-loan-program,2924,1.233242134,184.5721549,0.240424077,206.8924975,0.20990566,170.8336204,0.256410256,True
2,6,United States,Single Family Housing Guaranteed Loan Program | Rural Development,/programs-services/single-family-housing-programs/single-family-housing-guaranteed-loan-program,2930,1.237201365,196.4464408,0.248464164,219.1572352,0.205392546,184.2025225,0.262141968,True
9,8,United States,Single Family Housing Guaranteed Loan Program | Rural Development,/programs-services/single-family-housing-programs/single-family-housing-guaranteed-loan-program,2821,1.233605105,172.8249772,0.241758242,198.2639651,0.220292505,152.5166686,0.26122449,True
5,5,United States,Single Family Housing Guaranteed Loan Program | Rural Development,/programs-services/single-family-housing-programs/single-family-housing-guaranteed-loan-program,2871,1.259491466,215.7487992,0.252176942,263.5824077,0.235530547,172.4858796,0.279589372,True
5,19,United States,Single Family Housing Guaranteed Loan Program | Rural Development,/programs-services/single-family-housing-programs/single-family-housing-guaranteed-loan-program,2904,1.220041322,189.0254137,0.238980716,219.7934111,0.212048193,167.726917,0.247970019,True
9,16,United States,Single Family Housing Guaranteed Loan Program | Rural Development,/programs-services/single-family-housing-programs/single-family-housing-guaranteed-loan-program,2816,1.256036932,172.0206075,0.244318182,187.2617362,0.199820789,159.8466739,0.273159145,True
1,26,United States,Rural Development,/,2796,1.158798283,69.62849987,0.264306152,85.87830849,0.168128655,63.87421412,0.297453148,True
